service,fiscal_year,year,start_year,diagnosis_category,sex,age_group,rate_per_100k,ci_low,ci_high
hospitalisation,2018-2019,2019,2018,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,2.2,,
hospitalisation,2018-2019,2019,2018,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,2.7,,
hospitalisation,2018-2019,2019,2018,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,2.4,,
hospitalisation,2018-2019,2019,2018,Substance-related disorders,Female,Agegroup:18–24years–Rate,109.1,,
hospitalisation,2018-2019,2019,2018,Substance-related disorders,Male,Agegroup:18–24years–Rate,179.9,,
hospitalisation,2018-2019,2019,2018,Substance-related disorders,Total,Agegroup:18–24years–Rate,145.9,,
hospitalisation,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,83.7,,
hospitalisation,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,227.4,,
hospitalisation,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,158.4,,
hospitalisation,2018-2019,2019,2018,Mood disorders,Female,Agegroup:18–24years–Rate,251.6,,
hospitalisation,2018-2019,2019,2018,Mood disorders,Male,Agegroup:18–24years–Rate,178.9,,
hospitalisation,2018-2019,2019,2018,Mood disorders,Total,Agegroup:18–24years–Rate,213.8,,
hospitalisation,2018-2019,2019,2018,Anxiety disorders,Female,Agegroup:18–24years–Rate,42.5,,
hospitalisation,2018-2019,2019,2018,Anxiety disorders,Male,Agegroup:18–24years–Rate,26.9,,
hospitalisation,2018-2019,2019,2018,Anxiety disorders,Total,Agegroup:18–24years–Rate,34.4,,
hospitalisation,2018-2019,2019,2018,Personality disorders,Female,Agegroup:18–24years–Rate,131.3,,
hospitalisation,2018-2019,2019,2018,Personality disorders,Male,Agegroup:18–24years–Rate,40.9,,
hospitalisation,2018-2019,2019,2018,Personality disorders,Total,Agegroup:18–24years–Rate,84.3,,
hospitalisation,2018-2019,2019,2018,Other disorders,Female,Agegroup:18–24years–Rate,185.7,,
hospitalisation,2018-2019,2019,2018,Other disorders,Male,Agegroup:18–24years–Rate,116.7,,
hospitalisation,2018-2019,2019,2018,Other disorders,Total,Agegroup:18–24years–Rate,149.8,,
hospitalisation,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,111.4,,
hospitalisation,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,68.0,,
hospitalisation,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,88.9,,
hospitalisation,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,4.1,,
hospitalisation,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,7.0,,
hospitalisation,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,5.6,,
hospitalisation,2018-2019,2019,2018,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,17.7,,
hospitalisation,2018-2019,2019,2018,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,1.1,,
hospitalisation,2018-2019,2019,2018,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,9.1,,
hospitalisation,2018-2019,2019,2018,   Tic disorders,Female,Agegroup:18–24years–Rate,0.8,,
hospitalisation,2018-2019,2019,2018,   Tic disorders,Male,Agegroup:18–24years–Rate,0.3,,
hospitalisation,2018-2019,2019,2018,   Tic disorders,Total,Agegroup:18–24years–Rate,0.6,,
hospitalisation,2018-2019,2019,2018,   ADHD,Female,Agegroup:18–24years–Rate,1.1,,
hospitalisation,2018-2019,2019,2018,   ADHD,Male,Agegroup:18–24years–Rate,4.2,,
hospitalisation,2018-2019,2019,2018,   ADHD,Total,Agegroup:18–24years–Rate,2.7,,
hospitalisation,2019-2020,2020,2019,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,1.2,,
hospitalisation,2019-2020,2020,2019,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,2.7,,
hospitalisation,2019-2020,2020,2019,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,2.0,,
hospitalisation,2019-2020,2020,2019,Substance-related disorders,Female,Agegroup:18–24years–Rate,106.9,,
hospitalisation,2019-2020,2020,2019,Substance-related disorders,Male,Agegroup:18–24years–Rate,175.5,,
hospitalisation,2019-2020,2020,2019,Substance-related disorders,Total,Agegroup:18–24years–Rate,142.5,,
hospitalisation,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,85.5,,
hospitalisation,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,216.9,,
hospitalisation,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,153.8,,
hospitalisation,2019-2020,2020,2019,Mood disorders,Female,Agegroup:18–24years–Rate,236.0,,
hospitalisation,2019-2020,2020,2019,Mood disorders,Male,Agegroup:18–24years–Rate,171.3,,
hospitalisation,2019-2020,2020,2019,Mood disorders,Total,Agegroup:18–24years–Rate,202.4,,
hospitalisation,2019-2020,2020,2019,Anxiety disorders,Female,Agegroup:18–24years–Rate,40.6,,
hospitalisation,2019-2020,2020,2019,Anxiety disorders,Male,Agegroup:18–24years–Rate,25.9,,
hospitalisation,2019-2020,2020,2019,Anxiety disorders,Total,Agegroup:18–24years–Rate,33.0,,
hospitalisation,2019-2020,2020,2019,Personality disorders,Female,Agegroup:18–24years–Rate,126.4,,
hospitalisation,2019-2020,2020,2019,Personality disorders,Male,Agegroup:18–24years–Rate,38.9,,
hospitalisation,2019-2020,2020,2019,Personality disorders,Total,Agegroup:18–24years–Rate,80.9,,
hospitalisation,2019-2020,2020,2019,Other disorders,Female,Agegroup:18–24years–Rate,182.4,,
hospitalisation,2019-2020,2020,2019,Other disorders,Male,Agegroup:18–24years–Rate,120.7,,
hospitalisation,2019-2020,2020,2019,Other disorders,Total,Agegroup:18–24years–Rate,150.4,,
hospitalisation,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,109.8,,
hospitalisation,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,70.9,,
hospitalisation,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,89.6,,
hospitalisation,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,4.4,,
hospitalisation,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,7.4,,
hospitalisation,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,6.0,,
hospitalisation,2019-2020,2020,2019,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,19.1,,
hospitalisation,2019-2020,2020,2019,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,1.0,,
hospitalisation,2019-2020,2020,2019,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,9.7,,
hospitalisation,2019-2020,2020,2019,   Tic disorders,Female,Agegroup:18–24years–Rate,0.1,,
hospitalisation,2019-2020,2020,2019,   Tic disorders,Male,Agegroup:18–24years–Rate,0.1,,
hospitalisation,2019-2020,2020,2019,   Tic disorders,Total,Agegroup:18–24years–Rate,0.1,,
hospitalisation,2019-2020,2020,2019,   ADHD,Female,Agegroup:18–24years–Rate,1.7,,
hospitalisation,2019-2020,2020,2019,   ADHD,Male,Agegroup:18–24years–Rate,4.2,,
hospitalisation,2019-2020,2020,2019,   ADHD,Total,Agegroup:18–24years–Rate,3.0,,
hospitalisation,2020-2021,2021,2020,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,1.9,,
hospitalisation,2020-2021,2021,2020,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,2.4,,
hospitalisation,2020-2021,2021,2020,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,2.2,,
hospitalisation,2020-2021,2021,2020,Substance-related disorders,Female,Agegroup:18–24years–Rate,113.5,,
hospitalisation,2020-2021,2021,2020,Substance-related disorders,Male,Agegroup:18–24years–Rate,180.6,,
hospitalisation,2020-2021,2021,2020,Substance-related disorders,Total,Agegroup:18–24years–Rate,148.3,,
hospitalisation,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,95.7,,
hospitalisation,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,216.4,,
hospitalisation,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,158.2,,
hospitalisation,2020-2021,2021,2020,Mood disorders,Female,Agegroup:18–24years–Rate,221.1,,
hospitalisation,2020-2021,2021,2020,Mood disorders,Male,Agegroup:18–24years–Rate,145.0,,
hospitalisation,2020-2021,2021,2020,Mood disorders,Total,Agegroup:18–24years–Rate,181.7,,
hospitalisation,2020-2021,2021,2020,Anxiety disorders,Female,Agegroup:18–24years–Rate,40.1,,
hospitalisation,2020-2021,2021,2020,Anxiety disorders,Male,Agegroup:18–24years–Rate,23.8,,
hospitalisation,2020-2021,2021,2020,Anxiety disorders,Total,Agegroup:18–24years–Rate,31.6,,
hospitalisation,2020-2021,2021,2020,Personality disorders,Female,Agegroup:18–24years–Rate,128.4,,
hospitalisation,2020-2021,2021,2020,Personality disorders,Male,Agegroup:18–24years–Rate,37.9,,
hospitalisation,2020-2021,2021,2020,Personality disorders,Total,Agegroup:18–24years–Rate,81.5,,
hospitalisation,2020-2021,2021,2020,Other disorders,Female,Agegroup:18–24years–Rate,167.8,,
hospitalisation,2020-2021,2021,2020,Other disorders,Male,Agegroup:18–24years–Rate,100.7,,
hospitalisation,2020-2021,2021,2020,Other disorders,Total,Agegroup:18–24years–Rate,133.0,,
hospitalisation,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,104.5,,
hospitalisation,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,60.9,,
hospitalisation,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,81.9,,
hospitalisation,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,3.1,,
hospitalisation,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,5.3,,
hospitalisation,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,4.2,,
hospitalisation,2020-2021,2021,2020,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,18.3,,
hospitalisation,2020-2021,2021,2020,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,0.8,,
hospitalisation,2020-2021,2021,2020,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,9.3,,
hospitalisation,2020-2021,2021,2020,   Tic disorders,Female,Agegroup:18–24years–Rate,0.1,,
hospitalisation,2020-2021,2021,2020,   Tic disorders,Male,Agegroup:18–24years–Rate,0.3,,
hospitalisation,2020-2021,2021,2020,   Tic disorders,Total,Agegroup:18–24years–Rate,0.2,,
hospitalisation,2020-2021,2021,2020,   ADHD,Female,Agegroup:18–24years–Rate,1.9,,
hospitalisation,2020-2021,2021,2020,   ADHD,Male,Agegroup:18–24years–Rate,4.2,,
hospitalisation,2020-2021,2021,2020,   ADHD,Total,Agegroup:18–24years–Rate,3.1,,
hospitalisation,2021-2022,2022,2021,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,1.8,,
hospitalisation,2021-2022,2022,2021,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,2.4,,
hospitalisation,2021-2022,2022,2021,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,2.1,,
hospitalisation,2021-2022,2022,2021,Substance-related disorders,Female,Agegroup:18–24years–Rate,113.4,,
hospitalisation,2021-2022,2022,2021,Substance-related disorders,Male,Agegroup:18–24years–Rate,164.2,,
hospitalisation,2021-2022,2022,2021,Substance-related disorders,Total,Agegroup:18–24years–Rate,139.7,,
hospitalisation,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,99.6,,
hospitalisation,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,218.7,,
hospitalisation,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,161.2,,
hospitalisation,2021-2022,2022,2021,Mood disorders,Female,Agegroup:18–24years–Rate,254.5,,
hospitalisation,2021-2022,2022,2021,Mood disorders,Male,Agegroup:18–24years–Rate,150.7,,
hospitalisation,2021-2022,2022,2021,Mood disorders,Total,Agegroup:18–24years–Rate,200.7,,
hospitalisation,2021-2022,2022,2021,Anxiety disorders,Female,Agegroup:18–24years–Rate,49.0,,
hospitalisation,2021-2022,2022,2021,Anxiety disorders,Male,Agegroup:18–24years–Rate,24.7,,
hospitalisation,2021-2022,2022,2021,Anxiety disorders,Total,Agegroup:18–24years–Rate,36.4,,
hospitalisation,2021-2022,2022,2021,Personality disorders,Female,Agegroup:18–24years–Rate,143.9,,
hospitalisation,2021-2022,2022,2021,Personality disorders,Male,Agegroup:18–24years–Rate,41.6,,
hospitalisation,2021-2022,2022,2021,Personality disorders,Total,Agegroup:18–24years–Rate,91.0,,
hospitalisation,2021-2022,2022,2021,Other disorders,Female,Agegroup:18–24years–Rate,191.7,,
hospitalisation,2021-2022,2022,2021,Other disorders,Male,Agegroup:18–24years–Rate,105.2,,
hospitalisation,2021-2022,2022,2021,Other disorders,Total,Agegroup:18–24years–Rate,147.0,,
hospitalisation,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,109.6,,
hospitalisation,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,60.1,,
hospitalisation,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,84.0,,
hospitalisation,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,4.1,,
hospitalisation,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,4.8,,
hospitalisation,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,4.5,,
hospitalisation,2021-2022,2022,2021,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,23.2,,
hospitalisation,2021-2022,2022,2021,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,1.1,,
hospitalisation,2021-2022,2022,2021,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,11.8,,
hospitalisation,2021-2022,2022,2021,   Tic disorders,Female,Agegroup:18–24years–Rate,0.1,,
hospitalisation,2021-2022,2022,2021,   Tic disorders,Male,Agegroup:18–24years–Rate,0.4,,
hospitalisation,2021-2022,2022,2021,   Tic disorders,Total,Agegroup:18–24years–Rate,0.2,,
hospitalisation,2021-2022,2022,2021,   ADHD,Female,Agegroup:18–24years–Rate,2.6,,
hospitalisation,2021-2022,2022,2021,   ADHD,Male,Agegroup:18–24years–Rate,4.4,,
hospitalisation,2021-2022,2022,2021,   ADHD,Total,Agegroup:18–24years–Rate,3.5,,
hospitalisation,2022-2023,2023,2022,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,1.7,,
hospitalisation,2022-2023,2023,2022,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,1.8,,
hospitalisation,2022-2023,2023,2022,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,1.8,,
hospitalisation,2022-2023,2023,2022,Substance-related disorders,Female,Agegroup:18–24years–Rate,101.2,,
hospitalisation,2022-2023,2023,2022,Substance-related disorders,Male,Agegroup:18–24years–Rate,140.8,,
hospitalisation,2022-2023,2023,2022,Substance-related disorders,Total,Agegroup:18–24years–Rate,121.8,,
hospitalisation,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,92.4,,
hospitalisation,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,189.8,,
hospitalisation,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,142.9,,
hospitalisation,2022-2023,2023,2022,Mood disorders,Female,Agegroup:18–24years–Rate,208.4,,
hospitalisation,2022-2023,2023,2022,Mood disorders,Male,Agegroup:18–24years–Rate,139.9,,
hospitalisation,2022-2023,2023,2022,Mood disorders,Total,Agegroup:18–24years–Rate,172.9,,
hospitalisation,2022-2023,2023,2022,Anxiety disorders,Female,Agegroup:18–24years–Rate,36.2,,
hospitalisation,2022-2023,2023,2022,Anxiety disorders,Male,Agegroup:18–24years–Rate,20.2,,
hospitalisation,2022-2023,2023,2022,Anxiety disorders,Total,Agegroup:18–24years–Rate,27.9,,
hospitalisation,2022-2023,2023,2022,Personality disorders,Female,Agegroup:18–24years–Rate,139.1,,
hospitalisation,2022-2023,2023,2022,Personality disorders,Male,Agegroup:18–24years–Rate,39.0,,
hospitalisation,2022-2023,2023,2022,Personality disorders,Total,Agegroup:18–24years–Rate,87.2,,
hospitalisation,2022-2023,2023,2022,Other disorders,Female,Agegroup:18–24years–Rate,167.5,,
hospitalisation,2022-2023,2023,2022,Other disorders,Male,Agegroup:18–24years–Rate,99.3,,
hospitalisation,2022-2023,2023,2022,Other disorders,Total,Agegroup:18–24years–Rate,132.2,,
hospitalisation,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,94.8,,
hospitalisation,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,53.6,,
hospitalisation,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,73.5,,
hospitalisation,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,4.3,,
hospitalisation,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,6.0,,
hospitalisation,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,5.2,,
hospitalisation,2022-2023,2023,2022,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,20.2,,
hospitalisation,2022-2023,2023,2022,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,1.5,,
hospitalisation,2022-2023,2023,2022,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,10.5,,
hospitalisation,2022-2023,2023,2022,   Tic disorders,Female,Agegroup:18–24years–Rate,0.2,,
hospitalisation,2022-2023,2023,2022,   Tic disorders,Male,Agegroup:18–24years–Rate,0.6,,
hospitalisation,2022-2023,2023,2022,   Tic disorders,Total,Agegroup:18–24years–Rate,0.4,,
hospitalisation,2022-2023,2023,2022,   ADHD,Female,Agegroup:18–24years–Rate,3.3,,
hospitalisation,2022-2023,2023,2022,   ADHD,Male,Agegroup:18–24years–Rate,3.2,,
hospitalisation,2022-2023,2023,2022,   ADHD,Total,Agegroup:18–24years–Rate,3.3,,
hospitalisation,2023-2024,2024,2023,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,1.6,,
hospitalisation,2023-2024,2024,2023,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,1.5,,
hospitalisation,2023-2024,2024,2023,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,1.6,,
hospitalisation,2023-2024,2024,2023,Substance-related disorders,Female,Agegroup:18–24years–Rate,95.7,,
hospitalisation,2023-2024,2024,2023,Substance-related disorders,Male,Agegroup:18–24years–Rate,127.1,,
hospitalisation,2023-2024,2024,2023,Substance-related disorders,Total,Agegroup:18–24years–Rate,112.1,,
hospitalisation,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,84.3,,
hospitalisation,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,168.7,,
hospitalisation,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,128.3,,
hospitalisation,2023-2024,2024,2023,Mood disorders,Female,Agegroup:18–24years–Rate,169.8,,
hospitalisation,2023-2024,2024,2023,Mood disorders,Male,Agegroup:18–24years–Rate,112.7,,
hospitalisation,2023-2024,2024,2023,Mood disorders,Total,Agegroup:18–24years–Rate,140.1,,
hospitalisation,2023-2024,2024,2023,Anxiety disorders,Female,Agegroup:18–24years–Rate,27.1,,
hospitalisation,2023-2024,2024,2023,Anxiety disorders,Male,Agegroup:18–24years–Rate,16.4,,
hospitalisation,2023-2024,2024,2023,Anxiety disorders,Total,Agegroup:18–24years–Rate,21.5,,
hospitalisation,2023-2024,2024,2023,Personality disorders,Female,Agegroup:18–24years–Rate,119.5,,
hospitalisation,2023-2024,2024,2023,Personality disorders,Male,Agegroup:18–24years–Rate,34.9,,
hospitalisation,2023-2024,2024,2023,Personality disorders,Total,Agegroup:18–24years–Rate,75.4,,
hospitalisation,2023-2024,2024,2023,Other disorders,Female,Agegroup:18–24years–Rate,156.4,,
hospitalisation,2023-2024,2024,2023,Other disorders,Male,Agegroup:18–24years–Rate,94.2,,
hospitalisation,2023-2024,2024,2023,Other disorders,Total,Agegroup:18–24years–Rate,124.0,,
hospitalisation,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,90.6,,
hospitalisation,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,51.5,,
hospitalisation,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,70.2,,
hospitalisation,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,3.5,,
hospitalisation,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,4.6,,
hospitalisation,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,4.1,,
hospitalisation,2023-2024,2024,2023,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,16.9,,
hospitalisation,2023-2024,2024,2023,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,1.4,,
hospitalisation,2023-2024,2024,2023,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,8.8,,
hospitalisation,2023-2024,2024,2023,   Tic disorders,Female,Agegroup:18–24years–Rate,0.1,,
hospitalisation,2023-2024,2024,2023,   Tic disorders,Male,Agegroup:18–24years–Rate,0.2,,
hospitalisation,2023-2024,2024,2023,   Tic disorders,Total,Agegroup:18–24years–Rate,0.1,,
hospitalisation,2023-2024,2024,2023,   ADHD,Female,Agegroup:18–24years–Rate,1.8,,
hospitalisation,2023-2024,2024,2023,   ADHD,Male,Agegroup:18–24years–Rate,3.7,,
hospitalisation,2023-2024,2024,2023,   ADHD,Total,Agegroup:18–24years–Rate,2.8,,
hospitalisation,2018-2019,2019,2018,Neurocognitive disorders,Female,Agegroup:18–24years–95%CI,1.0,1.0,3.0
hospitalisation,2018-2019,2019,2018,Neurocognitive disorders,Male,Agegroup:18–24years–95%CI,2.0,2.0,3.0
hospitalisation,2018-2019,2019,2018,Neurocognitive disorders,Total,Agegroup:18–24years–95%CI,2.0,2.0,3.0
hospitalisation,2018-2019,2019,2018,Substance-related disorders,Female,Agegroup:18–24years–95%CI,104.0,104.0,114.0
hospitalisation,2018-2019,2019,2018,Substance-related disorders,Male,Agegroup:18–24years–95%CI,174.0,174.0,186.0
hospitalisation,2018-2019,2019,2018,Substance-related disorders,Total,Agegroup:18–24years–95%CI,142.0,142.0,150.0
hospitalisation,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–95%CI,79.0,79.0,88.0
hospitalisation,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–95%CI,220.0,220.0,235.0
hospitalisation,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–95%CI,154.0,154.0,163.0
hospitalisation,2018-2019,2019,2018,Mood disorders,Female,Agegroup:18–24years–95%CI,244.0,244.0,259.0
hospitalisation,2018-2019,2019,2018,Mood disorders,Male,Agegroup:18–24years–95%CI,173.0,173.0,185.0
hospitalisation,2018-2019,2019,2018,Mood disorders,Total,Agegroup:18–24years–95%CI,209.0,209.0,219.0
hospitalisation,2018-2019,2019,2018,Anxiety disorders,Female,Agegroup:18–24years–95%CI,39.0,39.0,46.0
hospitalisation,2018-2019,2019,2018,Anxiety disorders,Male,Agegroup:18–24years–95%CI,24.0,24.0,29.0
hospitalisation,2018-2019,2019,2018,Anxiety disorders,Total,Agegroup:18–24years–95%CI,32.0,32.0,36.0
hospitalisation,2018-2019,2019,2018,Personality disorders,Female,Agegroup:18–24years–95%CI,126.0,126.0,137.0
hospitalisation,2018-2019,2019,2018,Personality disorders,Male,Agegroup:18–24years–95%CI,38.0,38.0,44.0
hospitalisation,2018-2019,2019,2018,Personality disorders,Total,Agegroup:18–24years–95%CI,81.0,81.0,87.0
hospitalisation,2018-2019,2019,2018,Other disorders,Female,Agegroup:18–24years–95%CI,179.0,179.0,192.0
hospitalisation,2018-2019,2019,2018,Other disorders,Male,Agegroup:18–24years–95%CI,112.0,112.0,122.0
hospitalisation,2018-2019,2019,2018,Other disorders,Total,Agegroup:18–24years–95%CI,146.0,146.0,154.0
hospitalisation,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–95%CI,106.0,106.0,117.0
hospitalisation,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–95%CI,64.0,64.0,72.0
hospitalisation,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–95%CI,86.0,86.0,92.0
hospitalisation,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–95%CI,3.0,3.0,5.0
hospitalisation,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–95%CI,6.0,6.0,8.0
hospitalisation,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–95%CI,5.0,5.0,6.0
hospitalisation,2018-2019,2019,2018,   Eating and feeding disorders,Female,Agegroup:18–24years–95%CI,16.0,16.0,20.0
hospitalisation,2018-2019,2019,2018,   Eating and feeding disorders,Male,Agegroup:18–24years–95%CI,1.0,1.0,2.0
hospitalisation,2018-2019,2019,2018,   Eating and feeding disorders,Total,Agegroup:18–24years–95%CI,8.0,8.0,10.0
hospitalisation,2018-2019,2019,2018,   Tic disorders,Female,Agegroup:18–24years–95%CI,0.0,0.0,1.0
hospitalisation,2018-2019,2019,2018,   Tic disorders,Male,Agegroup:18–24years–95%CI,0.0,0.0,1.0
hospitalisation,2018-2019,2019,2018,   Tic disorders,Total,Agegroup:18–24years–95%CI,0.0,0.0,1.0
hospitalisation,2018-2019,2019,2018,   ADHD,Female,Agegroup:18–24years–95%CI,1.0,1.0,2.0
hospitalisation,2018-2019,2019,2018,   ADHD,Male,Agegroup:18–24years–95%CI,3.0,3.0,5.0
hospitalisation,2018-2019,2019,2018,   ADHD,Total,Agegroup:18–24years–95%CI,2.0,2.0,3.0
hospitalisation,2019-2020,2020,2019,Neurocognitive disorders,Female,Agegroup:18–24years–95%CI,1.0,1.0,2.0
hospitalisation,2019-2020,2020,2019,Neurocognitive disorders,Male,Agegroup:18–24years–95%CI,2.0,2.0,3.0
hospitalisation,2019-2020,2020,2019,Neurocognitive disorders,Total,Agegroup:18–24years–95%CI,2.0,2.0,2.0
